ID,LIMIT_BAL,AGE,PAY_0,BILL_AMT1,PAY_AMT1,actual_default,predicted_default_probability,risk_segment
18296,360000,54,0,0,0,1,0.4787548264965612,High
9092,240000,50,0,223045,9490,0,0.23012189426192106,Low
9716,210000,26,1,120098,4500,0,0.5382018784947318,High
527,20000,27,1,18649,0,0,0.7132952380403815,Very High
8857,80000,52,2,36649,3700,1,0.9260126453015733,Very High
13574,220000,30,0,596,892,0,0.347541273276117,Elevated
971,300000,42,0,11973,20979,1,0.23012189426192106,Low
6356,120000,34,1,0,0,0,0.3396499288321693,Elevated
17173,90000,27,0,85822,3327,0,0.23012189426192106,Low
11509,330000,33,1,-271,0,0,0.3396499288321693,Elevated
10519,150000,43,0,105416,5800,0,0.23012189426192106,Low
15408,540000,50,0,66637,3100,0,0.23012189426192106,Low
16661,360000,34,0,2739,1206,0,0.347541273276117,Elevated
12661,260000,49,1,0,0,0,0.6088952019010146,Very High
541,200000,38,0,399,0,0,0.4787548264965612,High
2855,50000,25,2,15679,1100,1,0.9260126453015733,Very High
20482,20000,26,0,17961,1513,0,0.5348990689804838,High
2670,10000,43,0,17560,2537,1,0.41588151022565645,Elevated
475,120000,32,0,4158,2682,0,0.2969376556285609,Moderate
24685,50000,34,2,13731,1530,1,0.8837290745778793,Very High
5143,60000,48,0,62652,2300,0,0.38283804163614554,Elevated
6264,230000,29,0,200,840,0,0.4787548264965612,High
4290,100000,52,0,81382,4611,0,0.23012189426192106,Low
15682,30000,25,1,0,1170,1,0.6088952019010146,Very High
25257,60000,23,0,22241,2000,0,0.5348990689804838,High
1193,270000,34,0,381,3406,1,0.347541273276117,Elevated
8729,370000,29,0,28397,19438,0,0.2969376556285609,Moderate
27025,100000,35,2,92590,3251,0,0.8837290745778793,Very High
23895,270000,36,0,276192,11000,0,0.23012189426192106,Low
14622,500000,27,0,33299,60957,0,0.23012189426192106,Low
26011,400000,39,0,52306,3656,0,0.347541273276117,Elevated
24668,200000,41,0,10799,1213,0,0.4787548264965612,High
18574,250000,24,0,0,0,1,0.347541273276117,Elevated
1190,180000,24,0,169263,8000,0,0.23012189426192106,Low
15161,80000,22,2,73954,5400,1,0.8837290745778793,Very High
15667,130000,27,1,133019,6000,0,0.7132952380403815,Very High
8804,10000,28,0,5236,2200,0,0.6550539400917675,Very High
16104,10000,37,0,3305,0,0,0.7549348273892288,Very High
23338,300000,43,0,2936,1676,0,0.2969376556285609,Moderate
8350,80000,29,0,61565,2281,0,0.23012189426192106,Low
3010,30000,25,2,22440,2390,1,0.9260126453015733,Very High
6498,190000,40,0,184276,15000,0,0.23012189426192106,Low
20108,50000,47,0,39296,2000,0,0.38283804163614554,Elevated
8569,220000,50,0,3484,6758,0,0.23012189426192106,Low
2423,80000,39,0,4948,1000,0,0.4787548264965612,High
5297,500000,33,0,125,4366,0,0.347541273276117,Elevated
35,500000,58,0,13709,5006,0,0.23012189426192106,Low
6218,300000,38,1,10361,0,0,0.5382018784947318,High
26909,170000,38,0,2430,2430,0,0.347541273276117,Elevated
6174,160000,48,1,0,0,0,0.6088952019010146,Very High
13969,240000,25,2,178878,6095,1,0.8837290745778793,Very High
24541,230000,37,0,21374,3000,0,0.23012189426192106,Low
29430,50000,30,0,16397,1572,0,0.41588151022565645,Elevated
11807,180000,68,0,127933,15000,0,0.23012189426192106,Low
11314,180000,35,0,0,0,0,0.4787548264965612,High
27172,100000,32,0,83845,4500,0,0.23012189426192106,Low
22820,500000,37,0,43643,4000,0,0.23012189426192106,Low
11315,50000,30,2,50110,1500,1,0.8837290745778793,Very High
28097,50000,39,1,27094,0,1,0.7132952380403815,Very High
28650,370000,46,0,6370,2120,0,0.347541273276117,Elevated
3263,180000,40,0,991,991,0,0.4787548264965612,High
25183,10000,21,2,9917,1400,1,0.8837290745778793,Very High
155,30000,26,0,9014,1700,0,0.41588151022565645,Elevated
18297,20000,31,1,15903,0,1,0.7132952380403815,Very High
27222,300000,36,2,285177,13003,1,0.9260126453015733,Very High
28800,200000,42,1,-105,10000,0,0.6088952019010146,Very High
26319,100000,41,0,0,0,1,0.4787548264965612,High
9133,250000,36,0,168899,10000,0,0.23012189426192106,Low
8771,130000,29,0,9700,0,0,0.4787548264965612,High
11212,130000,26,2,134836,0,1,0.8837290745778793,Very High
29600,100000,38,0,15788,2000,0,0.23012189426192106,Low
20864,130000,43,0,59762,3496,0,0.2969376556285609,Moderate
21044,20000,42,0,15717,1276,0,0.4787548264965612,High
3745,120000,26,0,10415,5771,0,0.23012189426192106,Low
28973,50000,34,0,2435,0,0,0.2712812631662762,Moderate
25520,280000,34,0,38,34163,0,0.3697892966663365,Elevated
3824,200000,39,0,15109,3155,0,0.347541273276117,Elevated
839,420000,34,0,88948,30000,0,0.23012189426192106,Low
12164,50000,42,1,44350,0,0,0.7735534076852892,Very High
27794,420000,25,2,68394,5620,0,0.8837290745778793,Very High
15052,200000,45,0,74416,3061,0,0.23012189426192106,Low
842,350000,31,0,67648,3039,0,0.23012189426192106,Low
17556,180000,31,0,0,1152,0,0.347541273276117,Elevated
10304,210000,51,0,1900,0,0,0.4787548264965612,High
21192,360000,35,0,41327,20059,0,0.23012189426192106,Low
654,450000,42,1,-200,0,1,0.5087149171511306,High
24380,330000,49,0,5813,65,0,0.347541273276117,Elevated
21232,150000,44,0,4825,3018,0,0.347541273276117,Elevated
16274,30000,31,0,9388,1162,0,0.4787548264965612,High
26432,50000,38,0,38945,2511,0,0.38283804163614554,Elevated
23830,240000,50,0,242152,8000,0,0.23012189426192106,Low
25698,140000,39,0,567,1498,0,0.4787548264965612,High
28628,210000,31,0,1983,422,0,0.4787548264965612,High
20327,390000,53,0,611,0,0,0.4787548264965612,High
5442,360000,42,0,18186,9548,0,0.23012189426192106,Low
13927,80000,44,0,10350,1199,0,0.4787548264965612,High
22711,360000,34,0,0,0,1,0.4787548264965612,High
20867,60000,32,1,47908,3000,0,0.7735534076852892,Very High
27202,360000,38,0,1288,2520,0,0.347541273276117,Elevated
9275,50000,38,0,26533,1000,0,0.4787548264965612,High
2828,150000,57,0,5483,9136,0,0.23012189426192106,Low
28275,430000,42,0,89756,3169,0,0.23012189426192106,Low
26544,200000,51,0,2433,735,0,0.2712812631662762,Moderate
7437,30000,24,2,12324,4500,1,0.8837290745778793,Very High
27871,140000,27,0,0,0,0,0.347541273276117,Elevated
24145,30000,28,0,29234,2000,0,0.38283804163614554,Elevated
10376,70000,24,0,68689,3120,0,0.38283804163614554,Elevated
26074,80000,35,1,0,0,0,0.6088952019010146,Very High
29365,20000,22,0,-7,0,0,0.4787548264965612,High
21130,240000,37,1,211808,2000,0,0.5382018784947318,High
14956,50000,44,0,27321,1415,0,0.4787548264965612,High
13247,360000,29,0,90071,3032,0,0.23012189426192106,Low
23466,30000,33,2,29498,1,1,0.8837290745778793,Very High
23654,150000,38,0,1544,463,0,0.4787548264965612,High
29513,50000,45,0,942,942,1,0.4787548264965612,High
17362,100000,42,1,3256,0,0,0.7132952380403815,Very High
17214,50000,24,1,12744,0,1,0.7735534076852892,Very High
10891,110000,32,1,42867,0,1,0.7132952380403815,Very High
13095,20000,55,1,19420,1000,0,0.7132952380403815,Very High
15268,30000,34,1,22419,3207,0,0.7132952380403815,Very High
11226,10000,23,1,11640,0,0,0.7735534076852892,Very High
3647,220000,41,0,10804,34415,0,0.23012189426192106,Low
4704,520000,41,2,435924,0,1,0.8837290745778793,Very High
19528,30000,35,0,31955,1800,1,0.41588151022565645,Elevated
29212,50000,22,0,51159,3000,0,0.38283804163614554,Elevated
4935,30000,22,2,26505,0,0,0.8837290745778793,Very High
24619,20000,41,0,7472,2000,0,0.38283804163614554,Elevated
29642,320000,29,0,225892,9429,0,0.23012189426192106,Low
1844,20000,41,0,18803,36147,1,0.41588151022565645,Elevated
15997,140000,37,0,136431,4849,1,0.23012189426192106,Low
7411,20000,52,0,15768,1285,0,0.4787548264965612,High
25975,70000,33,0,56778,20000,0,0.570501077187048,High
29904,260000,30,0,27378,10018,0,0.23012189426192106,Low
28453,50000,37,0,47832,3010,0,0.38283804163614554,Elevated
16598,450000,29,0,179547,8101,0,0.23012189426192106,Low
16148,140000,34,0,131138,6300,0,0.23012189426192106,Low
20896,390000,41,0,7015,500,0,0.4787548264965612,High
23668,200000,41,0,5592,0,0,0.4787548264965612,High
23468,230000,30,0,168708,10699,0,0.23012189426192106,Low
21105,270000,45,1,0,0,0,0.5087149171511306,High
1148,360000,33,1,71195,0,0,0.5382018784947318,High
17768,320000,53,0,188373,276698,0,0.23012189426192106,Low
9723,360000,34,0,8871,6411,0,0.23012189426192106,Low
15753,30000,22,3,200,0,0,0.6670123550244665,Very High
27451,200000,33,0,12202,4994,0,0.347541273276117,Elevated
29152,30000,60,3,1950,0,1,0.9260126453015733,Very High
9796,250000,40,0,142477,7000,1,0.23012189426192106,Low
3102,280000,28,0,1799,1782,0,0.347541273276117,Elevated
18582,280000,26,0,4664,1578,0,0.2969376556285609,Moderate
8086,500000,35,0,207237,20001,0,0.23012189426192106,Low
9729,280000,46,0,1401,5201,0,0.23012189426192106,Low
16546,30000,26,0,27889,2875,0,0.38283804163614554,Elevated
28886,250000,43,0,331,0,0,0.4787548264965612,High
470,90000,41,0,6160,3276,0,0.347541273276117,Elevated
5704,380000,30,0,3745,745,0,0.4787548264965612,High
2037,250000,32,0,26465,5000,0,0.23012189426192106,Low
28951,280000,33,0,75953,9348,1,0.6832214599145177,Very High
29187,80000,41,0,60588,2505,0,0.5348990689804838,High
24319,210000,39,0,840,1665,0,0.2969376556285609,Moderate
27144,60000,30,0,921,1498,0,0.570501077187048,High
19422,210000,35,0,188,971,1,0.347541273276117,Elevated
24928,220000,35,1,0,0,0,0.6088952019010146,Very High
28203,50000,46,0,3737,0,0,0.38283804163614554,Elevated
27229,30000,40,1,14557,0,1,0.7735534076852892,Very High
4488,20000,24,0,3808,4515,0,0.38283804163614554,Elevated
8454,350000,33,0,314994,12695,1,0.23012189426192106,Low
9315,170000,29,0,5539,1147,1,0.347541273276117,Elevated
18683,120000,27,0,15234,1137,1,0.4787548264965612,High
29172,510000,61,0,187070,8500,0,0.3026740989175491,Moderate
28963,100000,36,0,905,3450,0,0.2969376556285609,Moderate
1293,200000,34,1,-2,760,0,0.3396499288321693,Elevated
12351,20000,21,0,19030,1500,0,0.4787548264965612,High
11013,20000,45,1,4516,700,0,0.5087149171511306,High
22117,300000,29,0,-5478,1220,0,0.4787548264965612,High
12139,50000,25,0,42056,5000,1,0.38283804163614554,Elevated
12721,20000,32,0,14662,1500,0,0.4787548264965612,High
15331,270000,39,0,161039,6000,0,0.23012189426192106,Low
5193,330000,41,0,4122,0,0,0.4787548264965612,High
6374,100000,52,4,101762,3504,1,0.8837290745778793,Very High
15691,20000,24,0,15110,2000,0,0.41588151022565645,Elevated
22593,160000,35,1,0,0,0,0.6088952019010146,Very High
11241,30000,44,2,28290,3600,0,0.8837290745778793,Very High
29946,30000,42,0,28658,1656,0,0.38283804163614554,Elevated
29328,90000,27,0,21506,1600,0,0.23012189426192106,Low
14380,160000,35,0,38486,1652,0,0.23012189426192106,Low
20127,50000,48,0,2896,1500,0,0.570501077187048,High
19365,30000,36,0,8839,0,0,0.38283804163614554,Elevated
16469,50000,50,0,51212,2070,0,0.38283804163614554,Elevated
24063,80000,27,1,83062,0,0,0.7132952380403815,Very High
24824,130000,31,0,26528,1400,0,0.4787548264965612,High
4967,50000,45,0,45982,1421,0,0.4787548264965612,High
26713,30000,26,2,14598,2000,0,0.9260126453015733,Very High
19838,200000,44,0,0,1904,0,0.2969376556285609,Moderate
22047,210000,25,0,66517,3000,0,0.23012189426192106,Low
28012,170000,30,0,66805,5148,0,0.23012189426192106,Low
4369,20000,24,0,625,709,1,0.4787548264965612,High
18771,50000,26,0,6064,0,1,0.4787548264965612,High
1912,170000,31,0,1561,1239,0,0.347541273276117,Elevated
16336,140000,37,1,-18,0,0,0.6088952019010146,Very High
9942,30000,22,0,30397,3500,0,0.6550539400917675,Very High
23109,60000,28,0,46233,2100,0,0.38283804163614554,Elevated
28698,330000,34,0,252755,25000,0,0.23012189426192106,Low
27388,120000,43,0,3972,2816,0,0.2969376556285609,Moderate
5844,10000,37,0,885,1475,0,0.2712812631662762,Moderate
29936,50000,48,0,48187,46895,1,0.38283804163614554,Elevated
19748,180000,40,0,15118,6047,0,0.23012189426192106,Low
5671,340000,40,0,0,0,0,0.4787548264965612,High
1785,400000,34,0,52271,6000,0,0.23012189426192106,Low
18166,50000,42,0,47282,2500,0,0.38283804163614554,Elevated
2454,60000,23,0,59423,5500,0,0.570501077187048,High
13861,150000,32,0,35601,2003,0,0.23012189426192106,Low
1708,310000,29,0,74955,4000,0,0.23012189426192106,Low
8317,320000,45,0,300598,14227,0,0.23012189426192106,Low
13350,390000,38,0,30642,2000,0,0.2969376556285609,Moderate
16402,30000,36,0,23309,2000,0,0.5348990689804838,High
27403,20000,37,0,19701,2000,0,0.41588151022565645,Elevated
2952,80000,24,0,15621,3768,0,0.2969376556285609,Moderate
114,100000,24,0,52128,2000,0,0.23012189426192106,Low
15729,50000,21,0,36809,5143,0,0.38283804163614554,Elevated
16819,30000,34,0,26774,2000,0,0.38283804163614554,Elevated
11005,90000,28,0,62062,2971,0,0.23012189426192106,Low
24076,180000,28,2,187205,5,0,0.8837290745778793,Very High
6794,310000,29,0,182202,5118,0,0.23012189426192106,Low
13934,200000,32,0,34500,36659,0,0.23012189426192106,Low
19952,30000,38,0,1535,835,0,0.38283804163614554,Elevated
10615,120000,28,0,8460,5000,0,0.2969376556285609,Moderate
8205,150000,40,0,123548,4221,0,0.23012189426192106,Low
2732,250000,31,0,-23,3125,1,0.347541273276117,Elevated
19091,70000,34,0,5219,3092,0,0.20287159931475213,Low
13620,80000,25,0,48470,4700,1,0.5348990689804838,High
22096,310000,29,0,594,477,0,0.347541273276117,Elevated
16010,140000,30,0,106526,4000,0,0.23012189426192106,Low
23353,150000,28,0,12780,850,1,0.4787548264965612,High
25844,170000,33,0,143805,10000,0,0.23012189426192106,Low
18587,80000,27,0,390,390,0,0.4787548264965612,High
4885,70000,30,0,17526,3000,1,0.570501077187048,High
19221,30000,47,2,25893,5501,1,0.8837290745778793,Very High
17077,100000,24,3,85016,4200,1,0.9260126453015733,Very High
29207,50000,23,0,11148,3000,0,0.38283804163614554,Elevated
13273,80000,23,1,-12,2333,0,0.3396499288321693,Elevated
17176,180000,29,0,9418,0,0,0.347541273276117,Elevated
7607,90000,25,0,78651,3600,1,0.23012189426192106,Low
19899,130000,33,2,73250,0,1,0.8837290745778793,Very High
7198,100000,39,0,39667,1649,0,0.23012189426192106,Low
8121,90000,53,0,30045,1000,0,0.4787548264965612,High
4770,100000,29,3,87791,0,1,0.8837290745778793,Very High
19305,230000,31,0,23526,7005,0,0.6832214599145177,Very High
20717,210000,39,0,173187,4000,0,0.23012189426192106,Low
2246,180000,32,0,396,712,0,0.4787548264965612,High
19014,160000,31,0,207,565,1,0.347541273276117,Elevated
28768,160000,41,0,13512,1206,0,0.4787548264965612,High
6202,260000,38,0,10448,1211,1,0.347541273276117,Elevated
18004,70000,33,1,26181,12000,0,0.7735534076852892,Very High
9138,200000,35,0,82831,15089,0,0.23012189426192106,Low
5949,170000,26,0,108426,3600,0,0.23012189426192106,Low
5616,500000,33,0,13284,17311,0,0.23012189426192106,Low
8170,240000,39,0,2688,2688,0,0.347541273276117,Elevated
24626,280000,32,0,19668,1000,0,0.347541273276117,Elevated
5438,240000,33,0,153062,7000,0,0.23012189426192106,Low
25754,100000,31,1,0,0,0,0.3396499288321693,Elevated
3362,310000,39,0,1989,4566,0,0.23012189426192106,Low
16322,180000,44,0,3481,761,0,0.347541273276117,Elevated
13604,30000,31,0,28405,4000,1,0.41588151022565645,Elevated
14508,180000,27,0,51826,1500,0,0.23012189426192106,Low
12540,250000,49,0,632,0,1,0.4787548264965612,High
22793,260000,44,0,279670,11778,0,0.23012189426192106,Low
14395,340000,29,0,135538,4093,0,0.23012189426192106,Low
20870,240000,31,0,230234,8200,0,0.23012189426192106,Low
21702,70000,25,2,19112,1629,1,0.9260126453015733,Very High
11152,10000,58,2,8857,1400,1,0.8837290745778793,Very High
2427,30000,67,1,30734,0,0,0.7132952380403815,Very High
26380,240000,37,1,0,0,0,0.6088952019010146,Very High
18109,350000,34,0,259524,8432,0,0.23012189426192106,Low
29691,390000,29,0,570,2691,0,0.2969376556285609,Moderate
1961,30000,37,3,29657,1763,1,0.8837290745778793,Very High
24920,150000,41,0,1980,0,0,0.4787548264965612,High
5554,400000,44,1,0,0,0,0.5087149171511306,High
7298,430000,40,0,6112,10590,0,0.23012189426192106,Low
25425,200000,31,0,10742,165,0,0.4787548264965612,High
27352,210000,39,0,1443,1443,0,0.4787548264965612,High
24552,270000,37,0,174532,6900,1,0.23012189426192106,Low
21505,80000,29,0,19833,2000,0,0.23012189426192106,Low
8523,320000,34,0,-532,0,0,0.4787548264965612,High
729,330000,29,0,49549,90000,0,0.23012189426192106,Low
16313,140000,38,0,139001,4826,0,0.23012189426192106,Low
18652,100000,29,0,118008,5614,0,0.23012189426192106,Low
886,70000,23,0,49605,3000,0,0.38283804163614554,Elevated
14354,30000,28,0,25354,1650,0,0.41588151022565645,Elevated
7716,180000,33,0,33331,5317,0,0.6550539400917675,Very High
18864,200000,28,0,106519,4000,0,0.23012189426192106,Low
18660,50000,22,0,25561,2134,0,0.570501077187048,High
18577,110000,24,0,9334,100082,0,0.5348990689804838,High
11649,50000,47,0,29336,1641,0,0.41588151022565645,Elevated
6068,90000,28,0,81553,2000,0,0.2969376556285609,Moderate
26551,50000,51,0,22000,2000,1,0.38283804163614554,Elevated
6386,240000,36,1,0,18000,0,0.3396499288321693,Elevated
28444,80000,36,0,63908,10051,0,0.23012189426192106,Low
19616,50000,30,0,22459,26499,0,0.38283804163614554,Elevated
1261,150000,37,0,45000,3000,0,0.23012189426192106,Low
7904,230000,36,1,2404,687,0,0.6088952019010146,Very High
21241,260000,39,3,235799,13,0,0.8837290745778793,Very High
9417,120000,40,0,109399,3900,0,0.23012189426192106,Low
29934,190000,44,0,291,0,0,0.4787548264965612,High
14697,300000,39,0,89792,4500,0,0.23012189426192106,Low
11756,50000,34,0,48973,91000,0,0.41588151022565645,Elevated
15700,20000,31,1,21676,0,0,0.7132952380403815,Very High
24349,450000,32,0,166295,5771,0,0.23012189426192106,Low
11537,200000,38,0,60473,101796,0,0.23012189426192106,Low
9664,230000,30,0,3686,5619,0,0.23012189426192106,Low
7233,30000,36,0,390,390,0,0.4787548264965612,High
17208,50000,27,2,34044,0,1,0.9260126453015733,Very High
986,130000,43,1,1018,6433,1,0.5087149171511306,High
13413,100000,28,0,316,316,1,0.4787548264965612,High
578,80000,31,0,5994,13647,0,0.23012189426192106,Low
852,30000,32,1,29095,2500,0,0.7132952380403815,Very High
18485,90000,24,0,24179,0,0,0.4787548264965612,High
11382,360000,46,0,6402,13389,1,0.23012189426192106,Low
28413,340000,29,0,43733,16787,0,0.23012189426192106,Low
4358,30000,43,0,27862,2000,0,0.41588151022565645,Elevated
28602,200000,41,0,6981,1000,0,0.4787548264965612,High
7347,170000,40,0,511,1001,0,0.347541273276117,Elevated
1292,20000,53,0,12197,1600,0,0.41588151022565645,Elevated
9593,300000,31,0,149893,7000,0,0.23012189426192106,Low
21418,140000,26,0,128720,6450,0,0.23012189426192106,Low
7061,120000,37,0,12006,1171,0,0.6832214599145177,Very High
22867,80000,40,0,390,390,0,0.4787548264965612,High
6622,50000,41,2,36329,3406,1,0.8837290745778793,Very High
7405,20000,34,0,14676,1286,1,0.38283804163614554,Elevated
12728,270000,29,0,125120,4000,0,0.23012189426192106,Low
9216,100000,26,0,214,0,1,0.4787548264965612,High
15744,130000,26,0,0,365,0,0.4787548264965612,High
5761,30000,38,0,23819,1553,0,0.41588151022565645,Elevated
22215,80000,27,0,20417,3082,0,0.347541273276117,Elevated
22073,80000,26,0,124224,4574,0,0.23012189426192106,Low
24598,320000,28,0,67264,3231,0,0.2969376556285609,Moderate
8873,500000,37,0,51652,5300,0,0.23012189426192106,Low
1353,130000,30,0,4536,1161,0,0.4787548264965612,High
28172,110000,48,0,108668,4322,0,0.23012189426192106,Low
8357,360000,44,1,-3,586,0,0.5087149171511306,High
6735,500000,31,0,2181,5700,0,0.23012189426192106,Low
11046,100000,40,0,90828,3523,0,0.23012189426192106,Low
3203,70000,25,0,71106,3292,0,0.38283804163614554,Elevated
23434,190000,44,0,162051,17917,0,0.23012189426192106,Low
14623,180000,34,0,43374,2100,0,0.23012189426192106,Low
18095,20000,42,3,1050,0,1,0.9260126453015733,Very High
715,400000,31,0,203,770,0,0.4787548264965612,High
26119,200000,30,0,38540,1928,0,0.23012189426192106,Low
5824,50000,43,0,26342,1547,0,0.41588151022565645,Elevated
15312,240000,37,1,-3,0,0,0.3396499288321693,Elevated
14835,200000,37,0,118134,15034,0,0.23012189426192106,Low
22329,160000,25,0,45835,2000,0,0.23012189426192106,Low
26830,50000,32,0,25411,2000,1,0.38283804163614554,Elevated
27835,260000,26,0,144112,5033,0,0.23012189426192106,Low
18463,30000,24,0,28218,2000,0,0.5348990689804838,High
23563,150000,36,0,127204,5900,1,0.23012189426192106,Low
29616,60000,39,1,60037,0,1,0.7132952380403815,Very High
18394,90000,24,2,14085,0,1,0.8837290745778793,Very High
22286,30000,29,1,27705,1500,1,0.7735534076852892,Very High
25529,420000,32,0,8871,358,0,0.4787548264965612,High
10468,110000,24,2,101402,6600,0,0.9260126453015733,Very High
29227,20000,22,0,4341,1245,0,0.4787548264965612,High
22989,500000,42,0,237066,20000,0,0.23012189426192106,Low
27963,70000,25,1,73167,0,0,0.7132952380403815,Very High
2605,60000,24,0,15527,2000,0,0.38283804163614554,Elevated
23042,210000,32,0,0,0,0,0.4787548264965612,High
25817,200000,45,0,2377,221,0,0.4787548264965612,High
18392,170000,23,0,15639,1265,0,0.23012189426192106,Low
16425,200000,50,0,162296,13000,0,0.23012189426192106,Low
24924,500000,36,0,34639,10010,0,0.23012189426192106,Low
17849,80000,27,0,48329,5004,0,0.23012189426192106,Low
572,50000,23,0,49809,2040,0,0.38283804163614554,Elevated
6737,30000,33,0,27729,1500,0,0.4787548264965612,High
20517,150000,24,0,10459,2516,0,0.23012189426192106,Low
20645,130000,42,0,390,0,1,0.4787548264965612,High
8567,120000,69,0,106775,3810,0,0.23012189426192106,Moderate
17253,150000,39,2,151664,6300,0,0.8837290745778793,Very High
25699,200000,27,0,6369,5830,0,0.23012189426192106,Moderate
28220,20000,33,0,11635,2000,0,0.41588151022565645,Elevated
4332,250000,37,0,-207,0,0,0.2712812631662762,Moderate
5946,270000,39,1,0,10193,0,0.3396499288321693,Elevated
2707,30000,47,2,24081,6155,1,0.8837290745778793,Very High
2254,10000,48,0,8858,1228,0,0.4787548264965612,High
28269,120000,34,1,0,0,0,0.6088952019010146,Very High
21150,280000,39,0,273651,11128,0,0.23012189426192106,Moderate
10985,260000,45,0,3814,2861,0,0.2969376556285609,Moderate
16491,30000,23,0,19321,5320,1,0.7549348273892288,Very High
29571,140000,41,2,73259,3600,1,0.9260126453015733,Very High
15213,360000,27,1,0,0,1,0.6088952019010146,Very High
19241,380000,44,0,7234,1500,0,0.23012189426192106,Moderate
13210,10000,24,0,11035,1500,1,0.4787548264965612,High
11818,30000,23,2,26795,3300,0,0.9260126453015733,Very High
10591,50000,28,0,2940,1100,0,0.4787548264965612,High
24923,300000,42,0,23742,10000,0,0.23012189426192106,Moderate
12155,70000,35,4,77021,0,0,0.8837290745778793,Very High
164,250000,34,0,141223,17994,0,0.3697892966663365,Elevated
244,180000,32,0,3139,2821,0,0.3697892966663365,Elevated
28090,80000,45,0,77402,2900,0,0.23012189426192106,Moderate
28590,370000,35,0,5886,8190,0,0.23012189426192106,Moderate
23239,50000,37,0,50664,3000,0,0.38283804163614554,Elevated
18165,190000,36,0,154456,6176,1,0.23012189426192106,Moderate
10476,260000,46,0,0,135,0,0.4787548264965612,High
10696,90000,27,2,85753,4000,1,0.8837290745778793,Very High
12635,500000,49,0,5157,77677,0,0.23012189426192106,Moderate
7334,260000,31,0,257920,10036,0,0.23012189426192106,Moderate
24886,260000,37,0,5275,0,0,0.4787548264965612,High
1459,90000,24,0,595,207,1,0.347541273276117,Elevated
264,230000,37,0,2283,51315,0,0.2969376556285609,Moderate
2523,60000,29,0,34081,2000,0,0.38283804163614554,Elevated
29578,450000,42,0,3566,0,1,0.347541273276117,Elevated
23187,360000,39,0,1070,0,1,0.4787548264965612,High
29140,110000,51,0,111255,4112,0,0.23012189426192106,Moderate
5888,230000,43,0,39677,5000,0,0.23012189426192106,Moderate
20709,340000,43,0,185,4418,0,0.2969376556285609,Moderate
7935,180000,28,1,7445,0,1,0.5382018784947318,High
16295,110000,44,0,87418,7900,1,0.570501077187048,High
28084,150000,41,0,1650,0,0,0.4787548264965612,High
27203,150000,43,0,122084,5000,0,0.23012189426192106,Moderate
27785,230000,25,0,95544,4200,0,0.23012189426192106,Moderate
12564,300000,31,0,11158,1000,0,0.347541273276117,Elevated
7891,440000,31,0,21359,5023,0,0.23012189426192106,Moderate
9837,110000,46,0,1495,86367,0,0.23012189426192106,Moderate
19210,210000,30,0,0,0,0,0.4787548264965612,High
14802,50000,35,1,0,354,0,0.6088952019010146,Very High
15574,260000,63,0,261326,9166,0,0.23012189426192106,Moderate
19281,260000,40,0,0,0,0,0.4787548264965612,High
29650,230000,34,0,56449,231788,0,0.23012189426192106,Moderate
1796,200000,34,1,-800,0,0,0.6088952019010146,Very High
6069,450000,30,0,25244,0,0,0.4787548264965612,High
3819,200000,35,1,0,0,0,0.6088952019010146,Very High
24682,400000,34,0,26912,10016,0,0.23012189426192106,Moderate
18684,200000,27,1,0,0,0,0.6088952019010146,Very High
15309,50000,43,1,15214,0,0,0.7735534076852892,Very High
2998,80000,37,0,1118,0,0,0.347541273276117,Elevated
11205,50000,40,1,37458,2010,0,0.7735534076852892,Very High
6336,360000,34,0,122193,5004,0,0.23012189426192106,Moderate
10356,180000,44,0,18896,2006,0,0.23012189426192106,Moderate
1038,180000,54,0,149698,4834,1,0.23012189426192106,Moderate
2564,20000,32,0,15498,1600,0,0.41588151022565645,Elevated
29531,100000,38,0,1473,390,0,0.4787548264965612,High
24642,20000,28,0,3608,5000,0,0.20287159931475213,Low
3406,560000,32,0,68199,1548,0,0.2969376556285609,Moderate
8293,170000,35,0,473,0,1,0.4787548264965612,High
17024,70000,23,0,7668,1500,1,0.4787548264965612,High
14976,50000,28,0,4545,0,1,0.4787548264965612,High
17376,350000,31,1,279767,0,0,0.5382018784947318,High
7774,80000,44,0,5730,5837,0,0.2969376556285609,Moderate
8101,100000,30,0,83312,2900,0,0.23012189426192106,Moderate
7803,50000,31,2,30619,1800,1,0.9260126453015733,Very High
5577,150000,26,0,3627,0,1,0.4787548264965612,High
27844,20000,26,1,18025,0,0,0.7132952380403815,Very High
15453,120000,27,0,75896,3900,0,0.23012189426192106,Moderate
26610,20000,23,0,10208,4972,1,0.6832214599145177,Very High
8181,140000,28,0,110384,3729,1,0.23012189426192106,Moderate
17650,130000,47,2,123896,0,1,0.9260126453015733,Very High
20854,80000,28,0,10677,2017,0,0.2969376556285609,Moderate
34,500000,54,0,10929,4152,0,0.23012189426192106,Moderate
22558,80000,43,0,78374,4000,0,0.23012189426192106,Moderate
10306,120000,41,0,7877,11532,0,0.23012189426192106,Moderate
12998,50000,30,2,200,0,1,0.6670123550244665,Very High
11060,320000,32,1,114180,5012,0,0.7735534076852892,Very High
27783,90000,25,0,6090,1500,0,0.4787548264965612,High
13787,280000,35,0,211645,6445,0,0.23012189426192106,Moderate
10936,120000,23,0,107934,19000,0,0.570501077187048,High
